name,genre,rating,country,score,company,writer,director,hit rate
Eyewitness,-0.351868288,2.325789922,0.620879471,-0.313353593,-0.033495055,-0.042877772,-0.037394142,-0.03245218050351226
Outland,-0.320349722,2.325789922,-0.210621479,-0.194991932,-0.033466606,-0.043794502,-0.035176951,-0.030643343111244586
S.O.B.,-0.2824206,2.325789922,0.620879471,-0.245542225,-0.03932709,-0.038960837,-0.035613671,-0.029812120046912523
The Beyond,3.623744767,2.325789922,-0.435660727,-0.155538045,-0.041972843,-0.04654469,-0.038401957,-0.03486055390990441
One from the Heart,-0.278146896,2.325789922,0.620879471,1.875104204,-0.040920232,-0.048961523,-0.033799605,-0.036409419367760355
True Confessions,-0.351868288,2.325789922,0.620879471,7.213708296,-0.033409708,-0.038377463,-0.036117578,-0.02956166515844314
Nighthawks,-0.320349722,2.325789922,0.620879471,-0.245542225,-0.031019995,-0.015959259,-0.024796466,-0.014915628763640125
Neighbors,-0.2824206,2.325789922,0.620879471,-0.333080537,-0.032357096,-0.019792856,-0.026039436,-0.017422787191335033
Wolfen,3.623744767,2.325789922,0.620879471,7.213708296,-0.036112358,-0.044877909,-0.037326955,-0.03314665909259878
Prince of the City,-0.351868288,2.325789922,0.620879471,-0.116084158,-0.036112358,-0.04129433,-0.035748046,-0.031410569565160126
Eyes of a Stranger,3.623744767,2.325789922,0.620879471,-0.313353593,-0.015600662,0.029127166,-0.034605857,-0.02894636298808046
Under the Rainbow,-0.2824206,-0.418807081,0.620879471,-0.360205084,-0.040180559,-0.04129433,-0.036117578,-0.03142880372820644
Carbon Copy,-0.2824206,-0.418807081,0.620879471,-0.333080537,-0.038331377,-0.023626452,-0.030641788,-0.02788085052305984
Modern Problems,-0.2824206,-0.418807081,0.620879471,-0.255405697,-0.033495055,-0.021876332,-0.02845819,-0.018782398344125595
Pennies from Heaven,-0.278146896,2.325789922,0.620879471,1.875104204,-0.036510644,-0.047544759,-0.025434748,-0.03427782248569332
The Legend of the Lone Ranger,-0.320349722,-0.418807081,0.620879471,-0.255405697,-0.040863334,-0.037210717,-0.037091798,-0.032734393410520334
Sphinx,-0.309665462,-0.418807081,-0.210621479,-0.272666772,-0.036112358,-0.047211403,-0.039006645,-0.03575757556083738
Zoot Suit,-0.278146896,2.325789922,0.620879471,-0.155538045,-0.031019995,-0.009292135,-0.023385526,-0.02999121345597051
Buddy Buddy,-0.2824206,2.325789922,0.620879471,1.875104204,-0.040777987,-0.037710751,-0.036991017,-0.032599327709673616
Bustin' Loose,-0.2824206,2.325789922,0.620879471,-0.318285329,-0.031019995,-0.025459911,-0.029902724,-0.021103902806566575
Heartbeeps,-0.2824206,-0.418807081,0.620879471,2.121690998,-0.031019995,-0.045294605,-0.038233987,-0.035567037026956405
Take This Job and Shove It,-0.2824206,-0.418807081,0.620879471,-0.212253008,-0.035031298,-0.007291998,-0.022579275,-0.009273247740855176
Whose Life Is It Anyway?,-0.2824206,2.325789922,0.620879471,-0.161702715,-0.036510644,-0.043877841,-0.030003505,-0.033113301596652475
Inchon,-0.278146896,-0.418807081,-0.058052498,-0.483498481,-0.042541822,-0.048211471,-0.039073833,-0.03592825520439014
All Night Long,-0.2824206,2.325789922,0.620879471,-0.29362665,-0.031019995,-0.035127241,-0.038368363,-0.03481407181938693
The Pursuit of D.B. Cooper,-0.309665462,-0.418807081,0.620879471,-0.333080537,-0.041147823,-0.04654469,-0.033564449,-0.03486655763792354
Rollover,-0.278146896,2.325789922,0.620879471,-0.360205084,-0.027207836,-0.043461145,-0.028055065,-0.032858185026193906
Honky Tonk Freeway,-0.320349722,-0.418807081,0.620879471,-0.272666772,-0.040578844,-0.048461488,-0.035109764,-0.03608869618688589
King of the Mountain,-0.320349722,-0.418807081,0.620879471,-0.29362665,-0.041147823,-0.041627686,-0.036419922,-0.03167734223922144
Fast Times at Ridgemont High,-0.2824206,2.325789922,0.620879471,-0.114851224,-0.031019995,-0.02554325,-0.009108159,-0.0038358437634969946
Blade Runner,-0.320349722,2.325789922,0.620879471,0.099679287,-0.033466606,-0.035710614,-0.03225429,-0.028456535912263298
The Thing,3.623744767,2.325789922,0.620879471,0.099679287,-0.031019995,-0.03954421,-0.02916366,-0.029432504375382394
Conan the Barbarian,-0.320349722,2.325789922,0.620879471,0.086117013,-0.031019995,-0.037127378,-0.034202731,-0.017840974734908123
E.T. the Extra-Terrestrial,0.651917916,-0.418807081,0.620879471,0.336402609,-0.031019995,0.165053155,-0.010855037,0.37368808026552625
First Blood,-0.320349722,2.325789922,0.620879471,0.146530778,-0.019099883,0.001375263,-0.029902724,0.00880477641153929
An Officer and a Gentleman,-0.278146896,2.325789922,0.620879471,-0.156770979,-0.033466606,0.027793741,-0.029398817,0.057471339253444144
Grease 2,-0.2824206,-0.418807081,0.620879471,-0.439112858,-0.031332934,-0.036794022,-0.035580077,-0.030298699417404158
Annie,-0.2824206,-0.418807081,0.620879471,-0.194991932,-0.032357096,-0.039627549,-0.036923829,-0.03034257716917604
Poltergeist,3.623744767,-0.418807081,0.620879471,-0.161702715,-0.036510644,0.010959253,-0.031212882,0.0026229142178253186
48 Hrs.,-0.320349722,2.325789922,0.620879471,0.086117013,-0.031332934,0.005625554,-0.034773826,-0.0008385855363533449
Star Trek II: The Wrath of Khan,-0.320349722,-0.418807081,0.620879471,0.146530778,-0.031332934,-0.020709585,-0.027853502,0.0017332543231122722
Sophie's Choice,-0.278146896,2.325789922,-0.210621479,0.126803834,-0.038843458,-0.028293439,-0.028055065,-0.022945131164577026
Gandhi,-0.332102407,-0.418807081,-0.210621479,0.239000825,-0.036027012,-0.041461008,-0.036352734,-0.023512599224474646
Tootsie,-0.2824206,-0.418807081,0.620879471,-0.031011714,-0.032357096,0.021209956,-0.026845688,0.009296781212961182
Tron,-0.320349722,-0.418807081,0.620879471,-0.155538045,-0.039526233,-0.032960425,-0.032926166,-0.025997023101027743
The Secret of NIMH,-0.263723145,-0.127165229,0.620879471,0.126803834,-0.03688048,-0.031627001,-0.033026948,-0.025160988458023698
The King of Comedy,-0.2824206,-0.418807081,0.620879471,0.336402609,-0.041716803,-0.048044793,-0.033060542,-0.03585357475177436
Rocky III,-0.278146896,-0.418807081,0.620879471,-0.155538045,-0.033409708,-0.005208522,-0.021235522,0.003418607840698069
The Beastmaster,-0.320349722,-0.418807081,0.620879471,-0.27513264,-0.037847745,-0.031627001,-0.033362886,-0.026997355720881036
Creepshow,-0.2824206,2.325789922,0.620879471,0.086117013,-0.037079623,-0.023959808,-0.033900387,-0.022262850144394736
The Man from Snowy River,-0.309665462,-0.418807081,0.002975095,-0.161702715,-0.026069877,4.18e-05,-0.02960038,-0.004476584932327915
Pink Floyd: The Wall,-0.278146896,2.325789922,-0.210621479,0.239000825,-0.036254603,-0.033627138,-0.035949609,-0.02646272847431466
Cat People,-0.342252454,2.325789922,0.620879471,-0.27513264,-0.040038314,-0.045877978,-0.036083984,-0.034429864343047706
Fanny and Alexander,-0.278146896,2.325789922,-0.302162868,0.099679287,-0.039640029,-0.039710888,-0.035647265,-0.030389560622892588
Friday the 13th Part III,3.623744767,2.325789922,0.620879471,-0.196224866,-0.031332934,0.058879206,-0.017372235,0.050116548315653826
Firefox,-0.320349722,-0.418807081,0.620879471,-0.313353593,-0.03551493,-0.038044107,-0.027987877,-0.02244586910490899
Halloween III: Season of the Witch,3.623744767,2.325789922,0.620879471,-0.212253008,-0.037534806,-0.014709174,-0.029096473,-0.005251748935208002
The Dark Crystal,-0.309665462,-0.418807081,-0.210621479,-0.114851224,-0.038843458,-0.038044107,-0.033833199,-0.021465546836602813
The Verdict,-0.278146896,2.325789922,0.620879471,0.146530778,-0.033495055,-0.021042941,-0.035748046,-0.018210189636624994
Pieces,3.623744767,-0.558023904,0.043024453,-0.318285329,-0.023594818,0.007292335,-0.016700359,0.00025873191588351416
The World According to Garp,-0.2824206,2.325789922,0.620879471,-0.114851224,-0.037876194,-0.034460528,-0.034269919,-0.02704782926350564
Diner,-0.2824206,2.325789922,0.620879471,-0.134578168,-0.036510644,-0.036544004,-0.03030585,-0.021223106034421353
The Best Little Whorehouse in Texas,-0.2824206,2.325789922,0.620879471,-0.313353593,-0.031019995,-0.03254373,-0.018749581,-0.025723946416664187
The Year of Living Dangerously,-0.278146896,-0.418807081,0.002975095,-0.134578168,-0.036510644,-0.042544416,-0.026644125,-0.03224727821357608
The Last Unicorn,-0.263723145,-0.127165229,-0.210621479,-0.031011714,-0.037620153,-0.033793816,-0.033262104,-0.026523029661324655
The Entity,-0.278146896,2.325789922,0.620879471,-0.307188924,-0.034007136,-0.036794022,-0.036688672,-0.028528111847201332
Airplane II: the Sequel,-0.2824206,-0.418807081,0.620879471,-0.27513264,-0.031332934,-0.036794022,-0.033362886,-0.026709602764376037
The Toy,-0.2824206,-0.418807081,0.620879471,-0.310887725,-0.032357096,-0.037710751,-0.029096473,-0.021485710094391743
The House on Sorority Row,3.623744767,2.325789922,0.620879471,-0.313353593,0.028125382,0.158802726,-0.00514409,0.09901213242295176
Evil Under the Sun,-0.351868288,-0.418807081,-0.210621479,-0.134578168,-0.040578844,-0.044044519,-0.037394142,-0.03322290019170531
Death Wish II,-0.320349722,2.325789922,0.620879471,-0.313353593,-0.037335663,0.017959733,-0.030977726,0.007188486037237527
Silent Rage,-0.320349722,2.325789922,0.620879471,-0.29362665,-0.032357096,-0.029710202,-0.031616008,-0.023877948391079047
Megaforce,-0.320349722,-0.418807081,-0.317419766,-0.432948189,-0.029967384,-0.046794707,-0.033060542,-0.035000859932071485
Personal Best,-0.278146896,2.325789922,0.620879471,7.213708296,-0.031788117,-0.040210923,-0.036991017,-0.03461657353357782
Dead Men Don't Wear Plaid,-0.2824206,-0.418807081,0.620879471,0.086117013,-0.040920232,-0.032293713,-0.034169137,-0.02555922834014207
Amityville II: The Possession,3.623744767,2.325789922,4.866111385,-0.29362665,-0.037534806,-0.014709174,-0.031011319,-0.022923600322965764
Missing,-0.332102407,-0.418807081,0.620879471,0.146530778,-0.023936206,-0.036877361,-0.034673044,-0.028536803774187575
Cannery Row,-0.2824206,-0.418807081,0.620879471,-0.307188924,-0.04151766,-0.045211265,-0.033127729,-0.0339937832924347
Tempest,-0.2824206,-0.418807081,0.620879471,1.875104204,-0.032357096,-0.039460871,-0.034437888,-0.03445088803050337
Still of the Night,-0.351868288,-0.418807081,0.620879471,-0.318285329,-0.032982973,-0.045044587,-0.036890235,-0.03329391437669671
Parasite,3.623744767,2.325789922,0.620879471,-0.463771538,-0.02680955,-0.049128201,-0.039443364,-0.036527056478680445
Honkytonk Man,-0.2824206,-0.418807081,0.620879471,-0.194991932,-0.033466606,-0.030460254,-0.027987877,-0.024360300243782017
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",-0.2824206,-0.418807081,0.620879471,-0.114851224,-0.040038314,-0.040877635,-0.035210545,-0.031167842078035347
The Final Option,-0.320349722,2.325789922,-0.693120884,-0.245542225,-0.041603007,-0.045461283,-0.037965237,-0.03412787658520269
Trail of the Pink Panther,-0.2824206,-0.418807081,-0.210621479,-0.212253008,-0.032982973,-0.038960837,-0.035613671,-0.028343076780921073
The Border,-0.351868288,2.325789922,0.620879471,-0.245542225,-0.04205819,-0.046794707,-0.038133206,-0.03503159652040027
Best Friends,-0.2824206,-0.418807081,0.620879471,-0.29362665,-0.035145094,-0.036627343,-0.030641788,-0.02320726230548387
Shoot the Moon,-0.278146896,2.325789922,0.620879471,0.086117013,-0.036510644,-0.043377806,-0.035949609,-0.03236968205856567
Lookin' to Get Out,-0.2824206,2.325789922,0.620879471,-0.255405697,-0.042428026,-0.048628166,-0.039208208,-0.03624002562077522
Barbarosa,-0.423987041,-0.418807081,0.620879471,-0.245542225,-0.038843458,-0.047794776,-0.036419922,-0.03568507603895236
The Soldier,-0.320349722,2.325789922,0.620879471,-0.356506282,-0.038359826,-0.03954421,-0.035580077,-0.02794727902557613
Wrong Is Right,-0.2824206,2.325789922,0.620879471,-0.196224866,-0.032357096,-0.046127995,-0.038670707,-0.03459575726123634
Jekyll and Hyde... Together Again,-0.370031529,2.325789922,0.620879471,-0.27513264,-0.031332934,-0.042794433,-0.037528518,-0.03242232163623358
Forced Vengeance,-0.320349722,2.325789922,0.620879471,-0.333080537,-0.036510644,-0.038044107,-0.034975388,-0.029306129694308267
Night Crossing,-0.278146896,-0.418807081,-0.210621479,1.875104204,-0.039526233,-0.042461077,-0.03675586,-0.03219653734714241
Things Are Tough All Over,-0.320349722,2.325789922,0.620879471,-0.313353593,-0.034263176,-0.023959808,-0.029298035,-0.020140937675605982
Jinxed!,-0.2824206,2.325789922,0.620879471,-0.282530244,-0.042257333,-0.047378081,-0.038737895,-0.035379107503699665
Five Days One Summer,-0.278146896,-0.418807081,0.620879471,-0.318285329,-0.042826312,-0.049044862,-0.039409771,-0.036470372645812
Partners,-0.2824206,2.325789922,0.620879471,-0.356506282,-0.031332934,-0.037710751,-0.03605039,-0.031053105915830076
"Yes, Giorgio",-0.2824206,-0.418807081,0.620879471,-0.463771538,-0.036510644,-0.048128132,-0.039006645,-0.03589071158567286
Scarface,-0.351868288,2.325789922,0.620879471,0.555864856,-0.031019995,0.025376909,-0.033698824,-0.022225943688437153
The Outsiders,-0.351868288,-0.418807081,0.620879471,-0.134578168,-0.040920232,-0.027710065,-0.033799605,-0.02258243747205963
Star Wars: Episode VI - Return of the Jedi,-0.320349722,-0.418807081,0.620879471,0.555864856,-0.017364497,0.033794153,-0.01035113,0.04287214077790575
Risky Business,-0.2824206,2.325789922,0.620879471,-0.155538045,-0.031788117,-0.002124977,-0.005009715,0.01913259851764737
National Lampoon's Vacation,-0.309665462,2.325789922,0.620879471,-0.031011714,-0.032897627,0.013542764,-0.030876944,-0.014305939545810753
Trading Places,-0.2824206,2.325789922,0.620879471,-0.116084158,-0.035031298,0.001125246,-0.031078507,-0.00380136602167522
Superman III,-0.320349722,-0.418807081,-0.294534419,-0.212253008,-0.037819296,-0.035293919,-0.035244139,-0.02819178417338672
The Big Chill,-0.2824206,2.325789922,0.620879471,-0.114851224,-0.032357096,0.033794153,-0.03269101,0.0017558374619269447
Staying Alive,-0.278146896,-0.418807081,0.620879471,-0.282530244,-0.031332934,-0.024543181,-0.021235522,-0.02051865074085888
Jaws 3-D,-0.309665462,-0.418807081,0.620879471,-0.432948189,-0.031019995,-0.028960151,-0.025031622,-0.013226257549940595
Christine,3.623744767,2.325789922,0.620879471,-0.307188924,-0.032357096,-0.023959808,-0.02916366,-0.02477157192935649
Flashdance,-0.278146896,2.325789922,0.620879471,-0.27513264,-0.031332934,0.14446841,-0.012098007,0.08965421017801964
WarGames,-0.320349722,-0.418807081,0.620879471,-0.134578168,-0.032982973,-0.016459294,-0.030003505,-0.0005220752654981786
The Right Stuff,-0.309665462,-0.418807081,0.620879471,0.336402609,-0.033466606,-0.042627755,-0.035008982,-0.032278563823698425
Krull,-0.320349722,-0.418807081,-0.210621479,-0.318285329,-0.032357096,-0.027960082,-0.037394142,-0.034587191855242456
The Dead Zone,-0.278146896,2.325789922,0.620879471,-0.114851224,-0.037534806,0.011875983,-0.036117578,-0.02526117914439208
Octopussy,-0.320349722,-0.418807081,-0.210621479,1.875104204,-0.032982973,-0.028543456,-0.032455853,-0.023130600003923796
Private School,-0.2824206,2.325789922,0.620879471,-0.356506282,-0.03144673,0.006708962,-0.025972249,-0.014735910903678272
Valley Girl,-0.2824206,2.325789922,0.620879471,-0.245542225,-0.0118454,0.363816786,-0.008469877,0.23265080354007117
Rumble Fish,-0.351868288,2.325789922,0.620879471,-0.114851224,-0.040920232,-0.047044725,-0.033799605,-0.03518736540153098
Videodrome,3.623744767,2.325789922,0.10786627,-0.114851224,-0.041830598,-0.045961317,-0.036117578,-0.034607136805921083
Terms of Endearment,-0.2824206,-0.418807081,0.620879471,-0.031011714,-0.031332934,0.06379621,-0.023116775,0.037082906475314655
Twilight Zone: The Movie,3.623744767,-0.418807081,0.620879471,1.875104204,-0.033239014,-0.032293713,-0.030070693,-0.02054350360326048
Never Say Never Again,-0.320349722,-0.418807081,-0.210621479,-0.27513264,-0.038473622,-0.036293987,-0.002187835,-0.028177629049307113
A Christmas Story,-0.2824206,-0.418807081,0.620879471,-0.095124281,-0.036510644,-0.023043078,-0.013979261,-0.0025425910459080194
Cujo,3.623744767,2.325789922,0.620879471,-0.318285329,-0.030820853,-0.023959808,-0.030003505,-0.013556662927667194
Sudden Impact,-0.320349722,2.325789922,0.620879471,-0.194991932,-0.035145094,-0.031210305,-0.027987877,-0.019839592931233784
Blue Thunder,-0.320349722,2.325789922,0.620879471,-0.245542225,-0.032357096,-0.027960082,-0.030003505,-0.026094117124993384
Breathless,-0.320349722,2.325789922,0.620879471,-0.320751197,-0.035315788,-0.027043353,-0.031481633,-0.022121213136598795
Psycho II,-0.351868288,2.325789922,0.620879471,1.875104204,-0.031019995,-0.021042941,-0.025602717,0.0011856652317561694
Silkwood,-0.332102407,2.325789922,0.620879471,-0.114851224,-0.038701213,-0.027043353,-0.031212882,-0.017194586916261127
All the Right Moves,-0.278146896,2.325789922,0.620879471,-0.320751197,-0.034092483,0.014376154,-0.034068356,-0.01982501663186273
The Keep,-0.278146896,2.325789922,-0.210621479,-0.196224866,-0.031332934,-0.045961317,-0.0343707,-0.034459092615358886
Yentl,-0.278146896,-0.418807081,-0.210621479,-0.194991932,-0.033324361,-0.021209619,-0.031817571,-0.018335318343964162
Fire and Ice,-0.263723145,-0.418807081,0.620879471,-0.194991932,-0.041062477,-0.043877841,-0.037595705,-0.03309794282823133
Yellowbeard,-0.320349722,-0.418807081,-0.210621479,-0.313353593,-0.04097713,-0.039460871,-0.037226173,-0.03294871816258616
The Meaning of Life,-0.2824206,2.325789922,-0.210621479,-0.116084158,-0.038132234,-0.039460871,-0.03648711,-0.02751880558608005
Deathstalker,-0.320349722,2.325789922,0.620879471,-0.240610489,0.031340113,0.168220038,0.048169278,0.10514316701626195
Porky's II: The Next Day,-0.2824206,2.325789922,0.10786627,-0.212253008,0.027869341,-0.005875234,-0.013979261,-0.008327946168154519
Something Wicked This Way Comes,-0.342252454,-0.418807081,0.620879471,-0.155538045,-0.039526233,-0.046711368,-0.037965237,-0.03414077080726537
