,name,genre,rating,country,score,company,writer,director,hit rate,zscore,robust,minmax
377,Lifeforce,0.0,3.180545385,0.134798535,0.008626887,0.125970664,-0.472924188,0.195729537,0.4641418,-0.034021059148637,-0.4661716117886563,3.6005219441699456e-05
378,Pee-wee's Big Adventure,0.140350877,-0.089716293,1.412454212,0.284687275,0.391716997,1.823104693,0.56227758,6.823443667,0.0005253205396562418,1.6942289629076914,0.0005293420013369115
379,Out of Africa,-0.154385965,-0.089716293,1.412454212,0.382458663,0.553925798,2.010830325,0.658362989,7.339167903,0.0033269496561736845,1.8694323042714573,0.0005693504394099467
380,Day of the Dead,51.81052632,-0.255596909,1.412454212,0.336448598,0.157031924,0.180505415,-0.088967972,1.428571429,-0.028781875218877845,-0.1385327658395644,0.00011082296193702568
381,National Lampoon's European Vacation,0.140350877,-0.151961863,1.412454212,0.008626887,0.664365833,2.075812274,2.537366548,2.903801235,-0.020767811714513116,0.3626366057907038,0.00022526714783494572
382,Spies Like Us,0.140350877,-0.089716293,1.412454212,0.077641984,0.391716997,0.9566787,0.209964413,2.731317273,-0.021704816525106287,0.30403985123744137,0.0002118863263986835
383,House,0.498245614,3.180545385,1.412454212,0.008626887,0.205349439,0.375451264,1.661921708,6.481543667,-0.0013320228389809298,1.5780776978888578,0.0005028183593935634
384,Police Academy 2: Their First Assignment,0.498245614,-0.151961863,1.412454212,-0.074766355,0.391716997,1.379061372,1.928825623,7.315789474,0.003199948280607468,1.8614901161974502,0.0005675368065348546
385,The Black Cauldron,0.743859649,-0.089716293,1.412454212,0.077641984,0.805867127,-0.465703971,-0.505338078,0.483833909,-0.03391408340057454,-0.45948175109477274,3.7532877962393764e-05
386,Friday the 13th: A New Beginning,51.81052632,3.180545385,1.412454212,-0.186915888,2.762726488,4.039711191,2.871886121,9.968371818,0.017609881749218962,2.762633125329428,0.0007733166963198882
387,Runaway Train,0.0,3.180545385,1.412454212,0.382458663,0.125970664,-0.400722022,-0.320284698,0.853735556,-0.03190462339822756,-0.33381768490114866,6.622880905125816e-05
388,Re-Animator,0.498245614,0.089716293,1.412454212,0.382458663,-0.012079379,-0.184115523,-0.362989324,2.248237778,-0.02432910579504966,0.13992667648192983,0.00017441037566585688
389,Brewster's Millions,0.498245614,-0.089716293,1.412454212,5.02372394,0.892148404,0.187725632,-0.181494662,2.2916566,-0.024093236647492113,0.1546770453059356,0.00017777868595638034
390,The Last Dragon,0.0,-0.151961863,1.412454212,0.851186197,0.181190682,1.075812274,0.256227758,2.5754284,-0.022551669891791755,0.2510808287124038,0.00019979290536796085
391,Desperately Seeking Susan,0.498245614,-0.151961863,1.412454212,-0.080517613,0.274374461,1.559566787,1.491103203,6.088574222,-0.003466796739763249,1.4445769720903814,0.00047233289331033375
392,Jagged Edge,0.554385965,3.180545385,1.412454212,5.02372394,0.729939603,0.079422383,2.40569395,2.699411,-0.02187814470554952,0.2932005591316026,0.00020941112733229356
393,Enemy Mine,0.0,-0.151961863,1.412454212,0.851186197,0.59188956,-0.527075812,0.106761566,0.307585275,-0.03487153947940972,-0.5193574509980821,2.3860003843586496e-05
394,The Jewel of the Nile,0.0,-0.089716293,1.412454212,-0.092020129,0.881794651,0.046931408,0.323843416,3.870928,-0.015513975817246258,0.6911917306468676,0.0003002941265675826
395,Once Bitten,0.498245614,-0.151961863,1.412454212,-0.034507549,0.088006903,0.487364621,0.434163701,3.125,-0.019566167779048155,0.437782895276968,0.00024242712689657425
396,Into the Night,0.0,3.180545385,1.412454212,5.02372394,0.892148404,-0.328519856,0.209964413,0.9452705,-0.031407367410651296,-0.3027211667992823,7.33298329762667e-05
397,The Sure Thing,0.498245614,-0.151961863,1.412454212,0.284687275,1.402933563,0.151624549,0.263345196,4.030118,-0.014649189352065646,0.7452722216628024,0.00031264363976138654
398,White Nights,0.554385965,-0.151961863,1.412454212,-0.066139468,0.729939603,0.122743682,0.387900356,2.10804245,-0.025090705280795978,0.09229911082843374,0.00016353441578869328
399,Silver Bullet,51.81052632,3.180545385,1.412454212,0.077641984,0.101811907,0.451263538,-0.046263345,1.765980857,-0.02694892649999643,-0.02390705103558341,0.00013699823791415901
400,Young Sherlock Holmes,0.140350877,-0.151961863,1.412454212,0.287562904,0.62295082,-0.241877256,0.291814947,1.096643056,-0.030585048561297734,-0.2512964406555729,8.507289081596663e-05
401,Smooth Talk,0.554385965,-0.151961863,0.134798535,5.02372394,-0.250215703,-0.635379061,-0.604982206,0.00699375,-0.036504477995447156,-0.6214752804297591,5.409573963651877e-07
402,Porky's Revenge,0.498245614,3.180545385,1.412454212,-0.186915888,0.198446937,7.80866426,0.135231317,2.279878333,-0.02415722110559176,0.15067569809394502,0.00017686496107594408
403,Year of the Dragon,0.0,3.180545385,1.412454212,0.851186197,0.101811907,-0.357400722,-0.533807829,0.77947775,-0.03230802276730104,-0.3590447632995784,6.046809697801275e-05
404,The Quiet Earth,0.554385965,3.180545385,0.547985348,0.287562904,0.188093184,0.126353791,-0.085409253,2.123135,-0.025008716255322888,0.09742639592600609,0.00016470525343774878
405,Mishima: A Life in Four Chapters,-0.154385965,3.180545385,1.412454212,1.207764198,-0.308886972,-0.028880866,-0.320284698,0.1139992,-0.03592317976779114,-0.5851230769158382,8.842139735607179e-06
406,A Chorus Line,0.554385965,-0.151961863,1.412454212,0.008626887,1.402933563,-0.389891697,-0.348754448,0.526033296,-0.033684838732464,-0.44514565228497655,4.080658790979587e-05
407,Cat's Eye,0.498245614,-0.151961863,1.412454212,17.4751977,0.101811907,0.451263538,0.323843416,1.869471143,-0.026386724109076956,0.011250970713644138,0.00014502672370087644
408,Murphy's Romance,0.498245614,-0.151961863,1.412454212,0.284687275,0.729939603,0.216606498,-0.217081851,2.374425,-0.023643604182735183,0.18279536751589417,0.00018419962601436165
409,Fandango,0.498245614,-0.089716293,1.412454212,-0.066139468,0.391716997,-0.220216606,-0.03202847,0.013095143,-0.036471332684277186,-0.6194024974074512,1.0142863325677337e-06
410,Death Wish 3,0.0,3.180545385,1.412454212,-0.097771387,0.619499569,-0.111913357,0.220640569,1.790764222,-0.02681429292619386,-0.015487574006705116,0.00013892086177906483
411,King Solomon's Mines,0.0,-0.151961863,1.412454212,0.014378145,0.619499569,-0.371841155,-0.12455516,1.2045972,-0.029998596632210734,-0.2146219440494736,9.344767017179184e-05
412,American Warrior,0.0,3.180545385,1.412454212,-0.034507549,0.619499569,3.151624549,3.053380783,10.499694,0.020496245413041,2.943135446393678,0.0008145351792445048
413,The Falcon and the Snowman,-0.154385965,3.180545385,0.134798535,0.287562904,0.761000863,-0.122743682,-0.217081851,1.42750725,-0.02878765628298821,-0.13889429183271002,0.00011074040591842482
414,Transylvania 6-5000,0.498245614,-0.089716293,-0.079120879,0.155283968,0.284728214,0.227436823,0.177935943,2.398957333,-0.023510334319441613,0.19112956322169486,0.00018610277552160638
415,Desert Hearts,0.554385965,3.180545385,1.412454212,0.284687275,0.14322692,0.079422383,0.03202847,1.9936704,-0.025712021951660734,0.053444304480679106,0.00015466175330689535
416,The Purple Rose of Cairo,0.498245614,-0.089716293,1.412454212,0.99209202,-0.343399482,0.028880866,-0.03202847,0.708755533,-0.032692215342520384,-0.38307072109275325,5.498166597143842e-05
417,The Man with One Red Shoe,0.498245614,-0.089716293,1.412454212,0.192667146,0.59188956,-0.144404332,-0.234875445,0.540338188,-0.03360712859371489,-0.44028595266006343,4.191632126295838e-05
418,Invasion U.S.A.,0.0,3.180545385,1.412454212,-0.034507549,1.123382226,-0.057761733,1.427046263,1.7536256,-0.027016045408391608,-0.028104414972941725,0.00013603975176971312
419,Revolution,0.140350877,-0.089716293,0.134798535,-0.18116463,0.257118205,-0.555956679,0.786476868,0.012806214,-0.03647290226709394,-0.6195006532098807,9.918720320615926e-07
420,Code of Silence,0.0,3.180545385,1.412454212,-0.092020129,0.274374461,0.971119134,0.323843416,2.906480143,-0.020753258769102827,0.3635466922284607,0.00022547496999520067
421,Crimewave,0.498245614,-0.151961863,1.412454212,0.192667146,0.729939603,0.566787004,0.327402135,0.001700333,-0.03653323404404417,-0.6232735754891982,1.3030896944260282e-07
422,Santa Claus: The Movie,0.140350877,-0.089716293,0.134798535,17.4751977,-0.381363244,-0.512635379,-0.34519573,0.47434582,-0.03396562665673152,-0.4627050723581869,3.679681866036796e-05
423,Agnes of God,0.554385965,-0.151961863,1.412454212,0.195542775,0.729939603,0.285198556,0.256227758,2.5627836,-0.02262036171850773,0.24678510038274556,0.00019881195729061295
424,Stick,0.0,3.180545385,1.412454212,0.192667146,0.892148404,-0.079422383,-0.537366548,0.385887182,-0.03444617086723916,-0.4927564988148791,2.993444591655912e-05
425,The Bride,-0.287719298,-0.151961863,0.134798535,-0.18116463,-0.457290768,-0.541516245,-0.580071174,0.273743769,-0.03505538065253698,-0.5308541861020377,2.1234674835199057e-05
426,Godzilla 1985,0.0,-0.089716293,0.521611722,0.008626887,-0.108714409,0.104693141,0.316725979,2.0581975,-0.02536148383546401,0.0753656390609563,0.00015966758453252454
427,Plenty,0.554385965,3.180545385,0.134798535,-0.080517613,-0.333045729,0.083032491,-0.355871886,0.6148,-0.033202620978975125,-0.41498956874840925,4.769285954883407e-05
428,King David,0.140350877,-0.151961863,0.134798535,-0.18116463,-0.288179465,-0.245487365,0.526690391,0.232322682,-0.035280397270482,-0.5449258785662237,1.802134321632725e-05
429,Missing in Action 2: The Beginning,0.0,3.180545385,1.412454212,-0.18116463,0.619499569,0.433212996,0.145907473,4.462841079,-0.012298457133393108,0.8922781679298243,0.00034621308114196316
430,The Protector,0.0,3.180545385,-0.029304029,0.192667146,-0.474547023,-0.223826715,-0.266903915,0.1963634,-0.03547574308599311,-0.5571420707085722,1.523172309258381e-05
431,The Mean Season,-0.414035088,3.180545385,1.412454212,-0.092020129,-0.388265746,-0.444043321,-0.455516014,0.621349429,-0.03316704174941383,-0.412764577629658,4.820094585982963e-05
432,Krush Groove,0.498245614,3.180545385,1.412454212,5.02372394,0.726488352,0.689530686,0.256227758,3.684237667,-0.016528155559431455,0.6277687463101101,0.0002858112147606905
433,He-Man and She-Ra: The Secret of the Sword,0.743859649,0.257782874,1.412454212,0.273184759,0.778257118,0.74368231,0.316725979,3.8304285,-0.015733985990288423,0.6774331224057728,0.00029715228908035055
434,Starchaser: The Legend of Orin,0.743859649,-0.089716293,0.369230769,5.02372394,-0.467644521,-0.559566787,-0.597864769,0.224053333,-0.035325319822721815,-0.5477351659228549,1.7379830341274356e-05
435,The Care Bears Movie,0.743859649,0.257782874,0.624175824,0.192667146,1.437446074,3.501805054,3.40569395,11.467311,0.02575274447126494,3.271857115313622,0.0008896001890318598
436,Twice in a Lifetime,0.554385965,3.180545385,1.412454212,5.02372394,-0.181190682,1.498194946,-0.302491103,1.050303,-0.030836787070152007,-0.2670392196127054,8.147795939456067e-05
437,O.C. and Stiggs,0.498245614,3.180545385,1.412454212,-0.189791517,0.226056946,-0.63898917,-0.227758007,0.004259286,-0.036519332744217335,-0.6224042405138436,3.28825357631712e-07
438,Fever Pitch,0.554385965,3.180545385,1.412454212,-0.20992092,0.226056946,-0.606498195,-0.59430605,0.088406714,-0.036062208824284174,-0.5938174308903242,6.856746535536547e-06
439,Rappin',0.554385965,-0.089716293,1.412454212,-0.20992092,-0.226056946,-0.122743682,-0.167259786,1.432422,-0.028760957311446365,-0.1372246386307465,0.00011112167842278596
440,Top Gun,0.0,-0.089716293,1.412454212,0.851186197,0.854184642,5.332129964,0.640569395,23.81921187,0.09285342096871223,7.468080898401464,0.001847825974336363
441,Aliens,0.0,3.180545385,0.134798535,1.946800863,0.59188956,1.678700361,1.96797153,7.08433773,0.0019426058875322235,1.7828606547864667,0.0005495814301528147
442,Stand by Me,0.140350877,3.180545385,1.412454212,0.882818116,0.729939603,0.451263538,0.263345196,6.53592675,-0.0010365912533713227,1.5965528774328008,0.0005070372462647754
443,Ferris Bueller's Day Off,0.498245614,-0.151961863,1.412454212,1.434938893,0.854184642,2.075812274,2.93594306,11.7867025,0.027487812291440417,3.3803617270751394,0.0009143776847491715
444,Crocodile Dundee,0.0,-0.151961863,0.463003663,0.195542775,12.32959448,4.465703971,6.010676157,37.29585295,0.1660641553243943,12.046404705499393,0.0028933059468573804
445,Labyrinth,0.140350877,-0.089716293,0.134798535,0.578001438,-0.350301984,-0.436823105,-0.081850534,0.55663496,-0.033518597732154896,-0.43474956575300433,4.31805790733134e-05
446,Highlander,0.0,3.180545385,0.134798535,0.336448598,-0.415875755,-0.16967509,-0.135231317,0.3687945,-0.03453902544382838,-0.49856327458810124,2.8608443643322767e-05
447,Big Trouble in Little China,0.0,-0.151961863,1.412454212,0.273184759,0.59188956,-0.357400722,0.412811388,0.44402308,-0.03413035242555614,-0.47300640201550537,3.444446563755066e-05
448,Pretty in Pink,0.498245614,-0.151961863,1.412454212,0.287562904,0.854184642,2.075812274,-0.056939502,4.49772,-0.012108980289364565,0.9041273366827987,0.00034891888989298486
449,Platoon,0.554385965,3.180545385,1.412454212,0.882818116,0.761000863,2.588447653,0.537366548,23.09093867,0.08889713724288917,7.220669803170946,0.0017913285844746013
450,Blue Velvet,0.554385965,3.180545385,1.412454212,0.99209202,-0.181190682,-0.328519856,-0.352313167,1.436461,-0.028739015779108503,-0.13585249777256847,0.00011143501270125681
451,Manhunter,-0.414035088,3.180545385,1.412454212,0.382458663,-0.181190682,1.0433213,-0.138790036,0.574785533,-0.033419996250493536,-0.4285834001643331,4.458864955976734e-05
452,Howard the Duck,0.0,-0.089716293,1.412454212,-0.008626887,0.892148404,-0.444043321,-0.302491103,1.026020919,-0.03096869746022185,-0.27528839897930313,7.959422373476724e-05
453,The Fly,0.554385965,3.180545385,1.412454212,0.946081955,0.881794651,0.819494585,-0.323843416,4.041943933,-0.01458494595237639,0.7492897621073124,0.0003135610624362565
454,Little Shop of Horrors,0.498245614,-0.151961863,1.412454212,0.284687275,0.798964625,-0.075812274,0.09252669,1.5593218,-0.028071584678277656,-0.09411386852066463,0.00012096620857160867
455,The Mosquito Coast,0.140350877,-0.089716293,1.412454212,0.195542775,-0.405522002,-0.433212996,0.679715302,0.57211116,-0.033434524559892646,-0.42949194595866547,4.4381179212078074e-05
456,River's Edge,-0.414035088,3.180545385,1.412454212,0.284687275,0.761000863,-0.202166065,0.185053381,2.421052632,-0.023390303441124388,0.19863584263035056,0.00018781686677433296
457,9½ Weeks,0.554385965,3.180545385,1.412454212,-0.080517613,-0.46419327,-0.494584838,2.220640569,0.396230706,-0.034389980531429935,-0.48924256667872035,3.07368674638198e-05
458,The Golden Child,0.0,-0.151961863,1.412454212,-0.080517613,0.854184642,0.519855596,0.153024911,3.19271748,-0.01919829818824384,0.46078807505435204,0.00024768045884400285
459,Star Trek IV: The Voyage Home,0.0,-0.089716293,1.412454212,0.273184759,0.854184642,0.592057762,1.501779359,4.38852528,-0.01270217154462675,0.8670313879803201,0.0003404478701346223
460,Short Circuit,0.498245614,-0.089716293,1.412454212,-0.066139468,0.505608283,0.0433213,0.323843416,2.713184067,-0.021803323661981292,0.2978795856166541,0.00021047960319532292
461,The Delta Force,0.0,3.180545385,1.412454212,-0.126527678,0.125970664,-0.057761733,-0.298932384,1.480741667,-0.028498464730105613,-0.12080934045192582,0.00011487018250681583
462,The Wraith,0.0,-0.151961863,1.412454212,-0.080517613,-0.094909405,-0.16967509,-0.213523132,1.296296296,-0.029500448902516047,-0.18346965975148158,0.00010056142854802086
463,The Color of Money,0.554385965,3.180545385,1.412454212,0.284687275,0.571182053,0.729241877,0.0,3.789418986,-0.01595676677206388,0.6635012507213399,0.00029397088613912004
464,Hoosiers,0.554385965,-0.089716293,0.134798535,0.379583034,1.13718723,1.083032491,0.256227758,4.767920667,-0.010641137587534212,0.9959206952115576,0.0003698802989142245
465,Heartbreak Ridge,0.554385965,3.180545385,1.412454212,0.851186197,0.440034513,0.032490975,0.537366548,2.8482678,-0.02106949249190483,0.3437706253107647,0.000220959019885767
466,Flight of the Navigator,0.140350877,-0.089716293,1.412454212,0.851186197,0.805867127,0.104693141,1.024911032,2.062734778,-0.025336835449238992,0.07690705637432896,0.00016001957381906864
467,Cobra,0.0,3.180545385,1.412454212,-0.074766355,0.391716997,-0.245487365,0.174377224,1.96168896,-0.025885758470593996,0.04257947642240495,0.0001521807229957147
468,Peggy Sue Got Married,0.498245614,-0.151961863,1.412454212,0.077641984,0.505608283,0.19133574,-0.078291815,2.304908222,-0.024021248310616118,0.15917892497499495,0.00017880670958052948
469,The Mission,0.140350877,-0.089716293,0.134798535,0.578001438,0.391716997,-0.44765343,-0.398576512,0.714387714,-0.03266161898660451,-0.3811573401393603,5.541859475823025e-05
470,Three Amigos!,0.498245614,-0.089716293,1.412454212,5.02372394,-0.001725626,-0.032490975,0.209964413,1.56986936,-0.028014285933829635,-0.09053062067959398,0.0001217844586588154
471,Maximum Overdrive,0.0,3.180545385,1.412454212,-0.034507549,-0.181190682,0.451263538,-0.412811388,0.7433663,-0.03250419522284503,-0.37131265039862593,5.76666720881177e-05
472,Lucas,0.498245614,-0.151961863,1.412454212,0.851186197,-0.070750647,0.415162455,-0.181494662,1.366666667,-0.02911816770149501,-0.15956323210744922,0.00010602056432990027
473,Friday the 13th Part VI: Jason Lives,51.81052632,3.180545385,1.412454212,-0.080517613,0.854184642,0.577617329,0.523131673,6.490685667,-0.0012823596825974827,1.5811834447879574,0.0005035275700827886
474,The Money Pit,0.498245614,-0.089716293,1.412454212,0.077641984,0.62295082,0.487364621,-0.046263345,5.4999651,-0.006664366951381091,1.2446129647141748,0.0004266702504424879
475,Back to School,0.498245614,-0.151961863,1.412454212,0.195542775,0.274374461,2.357400722,0.804270463,8.296181818,0.008525848334994654,2.194551862235414,0.0006435928916365094
476,About Last Night,0.498245614,3.180545385,1.412454212,0.008626887,0.505608283,-0.155234657,0.238434164,4.553212941,-0.011807519492267599,0.9229795604229726,0.00035322387643135084
477,Critters,0.498245614,-0.151961863,1.412454212,-0.092020129,1.796376186,1.736462094,0.316725979,6.583616,-0.0007775233600701429,1.612754008510015,0.0005107368443681589
478,The Texas Chainsaw Massacre 2,0.498245614,0.089716293,1.412454212,-0.126527678,1.123382226,-0.02166065,0.195729537,1.70763234,-0.027265899976753518,-0.043729379381658065,0.00013247172380818252
479,From Beyond,51.81052632,3.180545385,1.412454212,-0.066139468,-0.012079379,-0.184115523,-0.362989324,0.280222222,-0.035020186994206004,-0.5286533071569804,2.1737255027415522e-05
480,Sid and Nancy,-0.154385965,3.180545385,0.134798535,0.284687275,-0.298533218,-0.516245487,-0.555160142,0.71267675,-0.03267091365655621,-0.3817385938188037,5.528586297550443e-05
481,Henry: Portrait of a Serial Killer,-0.154385965,0.089716293,1.412454212,0.284687275,1.351164797,1.342960289,0.224199288,5.494945946,-0.006691633088989341,1.2429078430808773,0.0004262808785689736
482,Night of the Creeps,0.498245614,3.180545385,1.412454212,0.287562904,0.505608283,0.375451264,-0.565836299,0.1182732,-0.03589996161745393,-0.5836711011723738,9.173704654197028e-06
483,The Hitcher,0.0,3.180545385,1.412454212,0.382458663,-0.308886972,-0.007220217,-0.238434164,0.974144667,-0.03125051089444447,-0.2929119505857255,7.556980977334316e-05
484,SpaceCamp,0.140350877,-0.089716293,1.412454212,0.192667146,-0.039689387,-0.415162455,-0.483985765,0.538763278,-0.03361568416160155,-0.44082098567787803,4.1794144167512347e-05
485,Raw Deal,0.0,3.180545385,1.412454212,-0.126527678,-0.181190682,0.050541516,-0.266903915,1.906995176,-0.026182877913603683,0.023998744628702513,0.00014793773281337243
486,Hannah and Her Sisters,0.498245614,-0.151961863,1.412454212,0.428468728,0.274374461,0.028880866,-0.03202847,6.263131406,-0.0025185293226940744,1.5038780476672324,0.00048587454948773983
487,The Great Mouse Detective,0.743859649,0.257782874,1.412454212,0.382458663,0.805867127,0.357400722,0.316725979,2.758967857,-0.021554607022012253,0.3134333882661325,0.0002140313810624462
488,Ruthless People,0.498245614,3.180545385,1.412454212,0.851186197,0.571182053,0.989169675,2.049822064,5.509606077,-0.006611993143850984,1.2478882255347874,0.00042741817036624357
489,The Transformers: the Movie,0.743859649,-0.089716293,1.412454212,0.273184759,-0.205349439,-0.285198556,-0.327402135,0.976766833,-0.031236266195240645,-0.2920211407056747,7.577323004856988e-05
490,Troll,0.498245614,-0.151961863,-0.210989011,-0.115025162,-0.012079379,1.151624549,1.427046263,4.955286364,-0.009623288986461712,1.0595731161758322,0.00038441560356381165
491,At Close Range,-0.414035088,3.180545385,1.412454212,0.284687275,0.761000863,-0.509025271,0.096085409,0.361076923,-0.03458095054046503,-0.5011851123518634,2.8009735690651752e-05
492,Something Wild,0.498245614,3.180545385,1.412454212,0.851186197,-0.132873167,-0.281588448,0.53024911,1.194709857,-0.030052308802592027,-0.21798090104603723,9.268063786555298e-05
493,Heartburn,0.498245614,3.180545385,1.412454212,-0.092020129,0.854184642,0.317689531,0.195729537,1.26570945,-0.02966660940526976,-0.19386071226928286,9.818858692333432e-05
494,The Clan of the Cave Bear,0.140350877,3.180545385,1.412454212,-0.189791517,0.391716997,-0.592057762,-0.106761566,0.1302488,-0.03583490516420675,-0.579602715418178,1.0102738074661373e-05
495,She's Gotta Have It,0.498245614,3.180545385,1.412454212,0.287562904,2.148403796,1.866425993,0.882562278,40.78572571,0.18502259949834063,13.231994456387866,0.0031640404760006507
496,8 Million Ways to Die,0.0,3.180545385,1.412454212,-0.074766355,-0.46419327,-0.249097473,-0.651245552,0.072506333,-0.036148586324629764,-0.5992191546909427,5.623239625893918e-06
497,Down by Law,0.498245614,3.180545385,1.412454212,0.99209202,0.643658326,1.050541516,0.989323843,1.367532727,-0.029113462902411937,-0.15926901167872096,0.0001060877508328001
498,Poltergeist II: the Other Side,51.81052632,-0.151961863,1.412454212,0.192667146,0.201898188,0.140794224,-0.049822064,2.157719211,-0.024820840398913878,0.10917544493837301,0.0001673881994145174
499,Allan Quatermain and the Lost City of Gold,0.0,-0.089716293,1.412454212,0.0891445,0.125970664,-0.371841155,-0.572953737,0.288592231,-0.03497471761486911,-0.5258098232916134,2.23865768226147e-05
500,Children of a Lesser God,0.554385965,3.180545385,1.412454212,0.382458663,0.854184642,0.454873646,0.402135231,3.033626667,-0.020062545828277635,0.4067412801352975,0.00023533864029914135
501,Invaders from Mars,51.81052632,-0.089716293,1.412454212,-0.126527678,-0.226056946,-0.490974729,0.195729537,0.40705525,-0.034331177094386454,-0.4855652210254533,3.1576605191974284e-05
502,Down and Out in Beverly Hills,0.498245614,3.180545385,1.412454212,0.008626887,0.571182053,0.963898917,-0.145907473,4.438158929,-0.012432540865107146,0.8838930759559002,0.00034429830925254516
503,April Fool's Day,51.81052632,3.180545385,1.412454212,0.008626887,0.854184642,1.249097473,0.245551601,2.5895526,-0.02247494134733856,0.2558791431241588,0.0002008886211431473
504,The Big Easy,0.498245614,3.180545385,1.412454212,5.02372394,0.840379638,3.815884477,0.167259786,2.080624353,-0.025239651817554627,0.08298455496134077,0.00016140739681356608
505,Pirates,0.0,-0.151961863,0.005860806,-0.092020129,-0.529767041,-0.624548736,-0.288256228,0.041045625,-0.03631949401018413,-0.6099070781556638,3.182606241055583e-06
506,No Mercy,-0.414035088,3.180545385,1.412454212,0.192667146,0.505608283,0.032490975,-0.362989324,0.878850286,-0.03176818971155964,-0.32528563558817275,6.817713928238968e-05
507,Lady Jane,-0.154385965,-0.151961863,0.134798535,0.336448598,-0.533218292,-0.628158845,-0.651245552,0.032664235,-0.036365025215859104,-0.6127544284075392,2.532401539834295e-06
508,Club Paradise,0.498245614,-0.151961863,1.412454212,0.054636952,0.391716997,-0.342960289,0.231316726,0.820568067,-0.03208480302993324,-0.345085440984355,6.365576838908813e-05
509,Armed and Dangerous,0.0,-0.151961863,1.412454212,0.192667146,0.729939603,1.176895307,-0.039145907,1.3287945,-0.02932390510603462,-0.17242927512018547,0.00010308254795924604
510,F/X,0.0,3.180545385,1.412454212,-0.066139468,0.274374461,-0.032490975,-0.163701068,2.0603715,-0.025349673760865717,0.07610419668058471,0.0001598362373479233
511,King Kong Lives,0.0,-0.151961863,1.412454212,-0.431344357,-0.108714409,-0.469314079,-0.551601423,0.471122,-0.03398313979136421,-0.46380027788960837,3.6546723757268214e-05
512,Wise Guys,0.498245614,3.180545385,1.412454212,0.192667146,0.226056946,0.21299639,-0.067615658,0.651958923,-0.03300075821327948,-0.40236583106725266,5.0575544452760494e-05
513,Solarbabies,0.0,-0.151961863,1.412454212,-0.186915888,-0.074201898,-0.61732852,-0.40569395,0.0631704,-0.036199303005942866,-0.6023907850743327,4.8989841590934276e-06
514,The Manhattan Project,-0.652631579,-0.151961863,1.412454212,0.008626887,0.122519413,-0.288808664,-0.459074733,0.216666667,-0.03536544727281045,-0.5502445856367234,1.6806793534783854e-05
515,Gung Ho,0.498245614,-0.151961863,1.412454212,17.4751977,0.854184642,0.093862816,0.537366548,2.033978333,-0.02549305245044956,0.06713783302190277,0.00015778872956418832
516,Murphy's Law,0.0,3.180545385,1.412454212,-0.080517613,-0.001725626,-0.039711191,-0.12455516,1.6579385,-0.02753585763888588,-0.0606115156192817,0.00012861661524149627
517,Band of the Hand,0.0,3.180545385,1.412454212,0.008626887,-0.350301984,-0.436823105,-0.306049822,0.55930023,-0.03350411887404791,-0.4338441124563774,4.3387343235823915e-05
518,Vamp,0.498245614,3.180545385,1.412454212,-0.097771387,0.205349439,-0.097472924,-0.142348754,1.497308182,-0.028408468512081793,-0.11518131566630578,0.00011615536622167136
519,Haunted Honeymoon,0.498245614,-0.089716293,0.134798535,0.192667146,0.274374461,-0.415162455,-0.06405694,0.617953615,-0.03318548922717921,-0.4139182134643134,4.793750814516976e-05
520,Tough Guys,0.498245614,-0.089716293,1.412454212,0.008626887,0.571182053,-0.104693141,0.035587189,2.1458229,-0.02488546612124806,0.10513399547447295,0.00016646531701202926
521,The Best of Times,0.498245614,-0.151961863,1.412454212,-0.080517613,0.405522002,0.162454874,-0.053380783,0.651442833,-0.03300356182937858,-0.40254115866702905,5.05355076397434e-05
522,Firewalker,0.0,-0.089716293,1.412454212,0.054636952,-0.001725626,-0.101083032,-0.12455516,1.4936855,-0.02842814843143134,-0.11641202375949374,0.0001158743287246178
523,Witchboard,51.81052632,3.180545385,0.134798535,0.192667146,0.726488352,0.689530686,0.43772242,3.6846865,-0.016525717311403773,0.6279212251657177,0.0002858460339645055
524,Legal Eagles,0.498245614,-0.089716293,1.412454212,-0.080517613,0.892148404,0.202166065,1.145907473,2.328789775,-0.023891513755669863,0.16729203580144816,0.00018065937340276726
525,"Jo Jo Dancer, Your Life Is Calling",-0.154385965,3.180545385,1.412454212,0.077641984,0.729939603,-0.173285199,-0.217081851,1.288153571,-0.029544683580383296,-0.186235930033583,9.992973880732724e-05
526,The Morning After,-0.414035088,3.180545385,1.412454212,-0.080517613,0.036238136,-0.032490975,-0.284697509,1.676470333,-0.027435184993912027,-0.054315827271613486,0.00013005426280817052
527,Crimes of the Heart,0.498245614,-0.151961863,1.412454212,0.077641984,-0.181190682,-0.223826715,0.526690391,1.1452761,-0.03032085358540896,-0.2347746811284696,8.884570580769256e-05
528,Avenging Force,0.0,3.180545385,1.412454212,-0.074766355,0.619499569,-0.216606498,3.053380783,1.1699125,-0.030187018386773522,-0.22640513147795782,9.075692854057673e-05
529,Heat,0.0,3.180545385,1.412454212,-0.126527678,-0.488352028,-0.368231047,-0.619217082,0.164306706,-0.03564988841603669,-0.5680324642751755,1.2744854787396694e-05
530,Shanghai Surprise,0.140350877,-0.151961863,0.134798535,-0.402588066,0.457290768,-0.588447653,-0.62633452,0.136216647,-0.035802485330599945,-0.5775753010324253,1.0565706887181654e-05
