,0,1,zscore,robust,minmax
1242,Initial Entertainment Group (IEG),0.32,-0.041944394141065405,-0.43313201035375326,2.4824694985954655e-05
1243,Gaumont,0.32,-0.041944394141065405,-0.43313201035375326,2.4824694985954655e-05
1244,Baldwin/Cohen Productions,0.32,-0.041944394141065405,-0.43313201035375326,2.4824694985954655e-05
1245,Shangri-La Entertainment,0.32,-0.041944394141065405,-0.43313201035375326,2.4824694985954655e-05
1246,Fulvia Film,0.31,-0.041972843095866345,-0.4365832614322692,2.4048923267643572e-05
1247,Penta Films,0.31,-0.041972843095866345,-0.4365832614322692,2.4048923267643572e-05
1248,CNCAIMC,0.31,-0.041972843095866345,-0.4365832614322692,2.4048923267643572e-05
1249,Propaganda Films,0.31,-0.041972843095866345,-0.4365832614322692,2.4048923267643572e-05
1250,Ultra Muchos Productions,0.31,-0.041972843095866345,-0.4365832614322692,2.4048923267643572e-05
1251,Intermedia,0.31,-0.041972843095866345,-0.4365832614322692,2.4048923267643572e-05
1252,Hero Entertainment,0.31,-0.041972843095866345,-0.4365832614322692,2.4048923267643572e-05
1253,D & P Productions,0.3,-0.042001292050667285,-0.44003451251078524,2.3273151549332486e-05
1254,Greenleaf Productions,0.3,-0.042001292050667285,-0.44003451251078524,2.3273151549332486e-05
1255,Mulholland Productions,0.3,-0.042001292050667285,-0.44003451251078524,2.3273151549332486e-05
1256,Alliance Communications Corporation,0.3,-0.042001292050667285,-0.44003451251078524,2.3273151549332486e-05
1257,Electric Entertainment,0.3,-0.042001292050667285,-0.44003451251078524,2.3273151549332486e-05
1258,Prospero Pictures,0.3,-0.042001292050667285,-0.44003451251078524,2.3273151549332486e-05
1259,Fortis Films,0.3,-0.042001292050667285,-0.44003451251078524,2.3273151549332486e-05
1260,Toy Fight Productions,0.3,-0.042001292050667285,-0.44003451251078524,2.3273151549332486e-05
1261,Turner Pictures (I),0.29,-0.042029741005468226,-0.4434857635893012,2.2497379831021404e-05
1262,In The Bag Productions,0.29,-0.042029741005468226,-0.4434857635893012,2.2497379831021404e-05
1263,Triumph Films,0.29,-0.042029741005468226,-0.4434857635893012,2.2497379831021404e-05
1264,ApolloMedia Distribution,0.29,-0.042029741005468226,-0.4434857635893012,2.2497379831021404e-05
1265,Gail Katz Productions,0.29,-0.042029741005468226,-0.4434857635893012,2.2497379831021404e-05
1266,Efer Productions,0.28,-0.042058189960269166,-0.44693701466781716,2.1721608112710325e-05
1267,Alleged Productions,0.28,-0.042058189960269166,-0.44693701466781716,2.1721608112710325e-05
1268,Ironbark Films,0.28,-0.042058189960269166,-0.44693701466781716,2.1721608112710325e-05
1269,Brigand Films,0.28,-0.042058189960269166,-0.44693701466781716,2.1721608112710325e-05
1270,Little Tokyo Productions,0.28,-0.042058189960269166,-0.44693701466781716,2.1721608112710325e-05
1271,United Artists Pictures,0.28,-0.042058189960269166,-0.44693701466781716,2.1721608112710325e-05
1272,Zucker Brothers Productions,0.28,-0.042058189960269166,-0.44693701466781716,2.1721608112710325e-05
1273,British Broadcasting Corporation (BBC) Television,0.28,-0.042058189960269166,-0.44693701466781716,2.1721608112710325e-05
1274,Palla,0.27,-0.042086638915070106,-0.4503882657463331,2.0945836394399242e-05
1275,Serendipity Point Films,0.27,-0.042086638915070106,-0.4503882657463331,2.0945836394399242e-05
1276,Atlantic Pictures (II),0.27,-0.042086638915070106,-0.4503882657463331,2.0945836394399242e-05
1277,Abramoff Production,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1278,American Playhouse Theatrical Films,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1279,Cinehaus,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1280,DENTSU Music And Entertainment,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1281,NFH Productions,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1282,Merchant Ivory Productions,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1283,De Fina-Cappa,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1284,David Brown Productions,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1285,SpectreVision,0.26,-0.042115087869871046,-0.4538395168248491,2.0170064676088156e-05
1286,Colgems Productions Ltd.,0.25,-0.042143536824671986,-0.45729076790336504,1.9394292957777074e-05
1287,Calimari Productions,0.25,-0.042143536824671986,-0.45729076790336504,1.9394292957777074e-05
1288,3 Miles Apart Productions Ltd.,0.25,-0.042143536824671986,-0.45729076790336504,1.9394292957777074e-05
1289,Lost Soul Productions,0.25,-0.042143536824671986,-0.45729076790336504,1.9394292957777074e-05
1290,UK Film Council,0.25,-0.042143536824671986,-0.45729076790336504,1.9394292957777074e-05
1291,Oscilloscope,0.25,-0.042143536824671986,-0.45729076790336504,1.9394292957777074e-05
1292,Fuego Films,0.25,-0.042143536824671986,-0.45729076790336504,1.9394292957777074e-05
1293,Harold Robbins International Company,0.24,-0.042171985779472926,-0.460742018981881,1.861852123946599e-05
1294,Fox Run Productions Inc.,0.24,-0.042171985779472926,-0.460742018981881,1.861852123946599e-05
1295,Company Films,0.24,-0.042171985779472926,-0.460742018981881,1.861852123946599e-05
1296,Vendian Entertainment,0.24,-0.042171985779472926,-0.460742018981881,1.861852123946599e-05
1297,Producers Sales Organization (PSO),0.23,-0.04220043473427386,-0.46419327006039696,1.784274952115491e-05
1298,The Samuel Goldwyn Company,0.23,-0.04220043473427386,-0.46419327006039696,1.784274952115491e-05
1299,Allied Stars Ltd.,0.23,-0.04220043473427386,-0.46419327006039696,1.784274952115491e-05
1300,Chinese Bookie Pictures,0.23,-0.04220043473427386,-0.46419327006039696,1.784274952115491e-05
1301,Atlas Productions,0.23,-0.04220043473427386,-0.46419327006039696,1.784274952115491e-05
1302,Young Sung Production Co.,0.22,-0.0422288836890748,-0.4676445211389129,1.7066977802843826e-05
1303,Lightyear Entertainment,0.22,-0.0422288836890748,-0.4676445211389129,1.7066977802843826e-05
1304,Nest Family Entertainment,0.22,-0.0422288836890748,-0.4676445211389129,1.7066977802843826e-05
1305,Samuelson Productions,0.22,-0.0422288836890748,-0.4676445211389129,1.7066977802843826e-05
1306,Fade In Films,0.22,-0.0422288836890748,-0.4676445211389129,1.7066977802843826e-05
1307,Cinelou Films,0.22,-0.0422288836890748,-0.4676445211389129,1.7066977802843826e-05
1308,Greater Productions,0.22,-0.0422288836890748,-0.4676445211389129,1.7066977802843826e-05
1309,Herb Jaffe,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1310,CBS Theatrical Films,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1311,Home Box Office (HBO),0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1312,Commies From Mars Corporation,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1313,Siriol Productions,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1314,Christopher Columbus Productions,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1315,Mepris Films,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1316,Tag Entertainment,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1317,Karbo Vantas Entertainment,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1318,Porchlight Films,0.21,-0.04225733264387574,-0.4710957722174289,1.629120608453274e-05
1319,Eurasia Investments,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1320,Canon Italia S.r.l.,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1321,Parkway Productions,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1322,PVM Entertainment,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1323,Hyperion Pictures,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1324,Artic Productions LLC,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1325,Yari Film Group Releasing,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1326,Realitism Films,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1327,Corsan,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1328,Mimran Schur Pictures,0.2,-0.042285781598676686,-0.47454702329594484,1.551543436622166e-05
1329,International Cinema,0.19,-0.042314230553477626,-0.47799827437446085,1.4739662647910577e-05
1330,New World Entertainment Films,0.19,-0.042314230553477626,-0.47799827437446085,1.4739662647910577e-05
1331,Lightstorm Entertainment,0.19,-0.042314230553477626,-0.47799827437446085,1.4739662647910577e-05
1332,China Film Co-Production Corporation,0.19,-0.042314230553477626,-0.47799827437446085,1.4739662647910577e-05
1333,Rook Films,0.19,-0.042314230553477626,-0.47799827437446085,1.4739662647910577e-05
1334,Tiberius Film Productions,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1335,Arena,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1336,The Rank Organisation,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1337,Longview Entertainment,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1338,DIC Entertainment,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1339,New Oz Productions,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1340,Autonomous Films,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1341,The Safran Company,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1342,Audax Films,0.18,-0.042342679508278566,-0.4814495254529768,1.3963890929599493e-05
1343,Skyewiay,0.17,-0.0423711284630795,-0.48490077653149277,1.3188119211288412e-05
1344,Prominent Features,0.17,-0.0423711284630795,-0.48490077653149277,1.3188119211288412e-05
1345,Canadian International Studios VIII,0.17,-0.0423711284630795,-0.48490077653149277,1.3188119211288412e-05
1346,ETIC Films,0.17,-0.0423711284630795,-0.48490077653149277,1.3188119211288412e-05
1347,ArieScope Pictures,0.17,-0.0423711284630795,-0.48490077653149277,1.3188119211288412e-05
1348,Herrick Entertainment,0.17,-0.0423711284630795,-0.48490077653149277,1.3188119211288412e-05
1349,Phillips Whitehouse Productions,0.16,-0.04239957741788044,-0.48835202761000873,1.2412347492977327e-05
1350,Escalante Productions,0.16,-0.04239957741788044,-0.48835202761000873,1.2412347492977327e-05
1351,Independent Film Centre,0.16,-0.04239957741788044,-0.48835202761000873,1.2412347492977327e-05
1352,Odyssey,0.16,-0.04239957741788044,-0.48835202761000873,1.2412347492977327e-05
1353,Image Comics,0.16,-0.04239957741788044,-0.48835202761000873,1.2412347492977327e-05
1354,Hammerhead Productions,0.16,-0.04239957741788044,-0.48835202761000873,1.2412347492977327e-05
1355,World of Wonder Productions,0.16,-0.04239957741788044,-0.48835202761000873,1.2412347492977327e-05
1356,HDNet Films,0.16,-0.04239957741788044,-0.48835202761000873,1.2412347492977327e-05
1357,Lorimar Productions,0.15,-0.04242802637268138,-0.4918032786885247,1.1636575774666243e-05
1358,A&M Films,0.15,-0.04242802637268138,-0.4918032786885247,1.1636575774666243e-05
1359,MPL Communications,0.15,-0.04242802637268138,-0.4918032786885247,1.1636575774666243e-05
1360,Bandai Visual Company,0.15,-0.04242802637268138,-0.4918032786885247,1.1636575774666243e-05
1361,Wildwood Enterprises,0.15,-0.04242802637268138,-0.4918032786885247,1.1636575774666243e-05
1362,Sheinberg Productions,0.15,-0.04242802637268138,-0.4918032786885247,1.1636575774666243e-05
1363,Tribeca Productions,0.15,-0.04242802637268138,-0.4918032786885247,1.1636575774666243e-05
1364,Wayfare Entertainment,0.15,-0.04242802637268138,-0.4918032786885247,1.1636575774666243e-05
1365,,0.14,-0.04245647532748232,-0.4952545297670406,1.0860804056355162e-05
1366,Les Films 21,0.14,-0.04245647532748232,-0.4952545297670406,1.0860804056355162e-05
1367,Zeta Entertainment,0.14,-0.04245647532748232,-0.4952545297670406,1.0860804056355162e-05
1368,Penta Entertainment,0.14,-0.04245647532748232,-0.4952545297670406,1.0860804056355162e-05
1369,Semtex Films,0.14,-0.04245647532748232,-0.4952545297670406,1.0860804056355162e-05
1370,Foresight Unlimited,0.14,-0.04245647532748232,-0.4952545297670406,1.0860804056355162e-05
1371,J&M Entertainment,0.13,-0.04248492428228326,-0.4987057808455566,1.0085032338044078e-05
1372,Cecchi Gori Europa N.V.,0.13,-0.04248492428228326,-0.4987057808455566,1.0085032338044078e-05
1373,Cappa Production,0.13,-0.04248492428228326,-0.4987057808455566,1.0085032338044078e-05
1374,New Amsterdam Entertainment,0.13,-0.04248492428228326,-0.4987057808455566,1.0085032338044078e-05
1375,Samson Productions Pty. Ltd.,0.13,-0.04248492428228326,-0.4987057808455566,1.0085032338044078e-05
1376,Freedom Media,0.13,-0.04248492428228326,-0.4987057808455566,1.0085032338044078e-05
1377,Cine Location Services,0.12,-0.0425133732370842,-0.5021570319240725,9.309260619732996e-06
1378,Pandora Filmproduktion,0.12,-0.0425133732370842,-0.5021570319240725,9.309260619732996e-06
1379,Brillstein-Grey Entertainment,0.12,-0.0425133732370842,-0.5021570319240725,9.309260619732996e-06
1380,Googly Films,0.12,-0.0425133732370842,-0.5021570319240725,9.309260619732996e-06
1381,Abbolita Productions,0.12,-0.0425133732370842,-0.5021570319240725,9.309260619732996e-06
1382,Covert Media,0.12,-0.0425133732370842,-0.5021570319240725,9.309260619732996e-06
1383,One Way Productions,0.11,-0.04254182219188514,-0.5056082830025884,8.533488901421913e-06
1384,Krasnow Productions,0.11,-0.04254182219188514,-0.5056082830025884,8.533488901421913e-06
1385,Kouf/Bigelow Productions,0.11,-0.04254182219188514,-0.5056082830025884,8.533488901421913e-06
1386,DC Entertainment,0.11,-0.04254182219188514,-0.5056082830025884,8.533488901421913e-06
1387,MPI Media Group,0.11,-0.04254182219188514,-0.5056082830025884,8.533488901421913e-06
1388,Motlys,0.11,-0.04254182219188514,-0.5056082830025884,8.533488901421913e-06
1389,Cattle Annie Productions,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1390,Almost You,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1391,Cinemarque Entertainment,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1392,Beckner/Gorman Productions,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1393,Constellation,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1394,The Kushner-Locke Company,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1395,Independent Pictures (II),0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1396,Carsey-Werner Company,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1397,Blank of the Dead Productions,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1398,Anchor Bay Films,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1399,Trésor Films,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1400,Lyla Films,0.1,-0.04257027114668608,-0.5090595340811045,7.75771718311083e-06
1401,Edge City Productions,0.09,-0.04259872010148702,-0.5125107851596205,6.981945464799746e-06
1402,Zenith Entertainment,0.09,-0.04259872010148702,-0.5125107851596205,6.981945464799746e-06
1403,Partisan Productions,0.08,-0.04262716905628796,-0.5159620362381364,6.206173746488664e-06
1404,Levins-Henenlotter,0.08,-0.04262716905628796,-0.5159620362381364,6.206173746488664e-06
1405,IRS Media,0.08,-0.04262716905628796,-0.5159620362381364,6.206173746488664e-06
1406,Road Movies Filmproduktion,0.08,-0.04262716905628796,-0.5159620362381364,6.206173746488664e-06
1407,Populist Pictures,0.08,-0.04262716905628796,-0.5159620362381364,6.206173746488664e-06
1408,Cradle Productions Inc.,0.08,-0.04262716905628796,-0.5159620362381364,6.206173746488664e-06
1409,Pan Européenne,0.08,-0.04262716905628796,-0.5159620362381364,6.206173746488664e-06
1410,Amasia Entertainment,0.08,-0.04262716905628796,-0.5159620362381364,6.206173746488664e-06
1411,Green Parrot,0.07,-0.0426556180110889,-0.5194132873166524,5.430402028177581e-06
1412,HSX Films,0.07,-0.0426556180110889,-0.5194132873166524,5.430402028177581e-06
1413,Enchanter Entertainment,0.07,-0.0426556180110889,-0.5194132873166524,5.430402028177581e-06
1414,Epsilon Motion Pictures,0.07,-0.0426556180110889,-0.5194132873166524,5.430402028177581e-06
1415,Atlantic Records,0.07,-0.0426556180110889,-0.5194132873166524,5.430402028177581e-06
1416,Cabal Film,0.06,-0.04268406696588984,-0.5228645383951683,4.654630309866498e-06
1417,Audifilm,0.06,-0.04268406696588984,-0.5228645383951683,4.654630309866498e-06
1418,Eureka Pictures,0.06,-0.04268406696588984,-0.5228645383951683,4.654630309866498e-06
1419,Omega Project,0.06,-0.04268406696588984,-0.5228645383951683,4.654630309866498e-06
1420,The Last Picture Company,0.06,-0.04268406696588984,-0.5228645383951683,4.654630309866498e-06
1421,Revelations Entertainment,0.05,-0.04271251592069078,-0.5263157894736843,3.878858591555415e-06
1422,Cobalt Media Group,0.05,-0.04271251592069078,-0.5263157894736843,3.878858591555415e-06
1423,El Camino Pictures,0.05,-0.04271251592069078,-0.5263157894736843,3.878858591555415e-06
1424,Fidélité Films,0.05,-0.04271251592069078,-0.5263157894736843,3.878858591555415e-06
1425,Preferred Content,0.05,-0.04271251592069078,-0.5263157894736843,3.878858591555415e-06
1426,Silver Reel,0.05,-0.04271251592069078,-0.5263157894736843,3.878858591555415e-06
1427,Carthago Films S.a.r.l.,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1428,Vestron Pictures,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1429,TMS Entertainment,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1430,ADC Films,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1431,Argos Films,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1432,FIT Productions,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1433,.406 Production,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1434,Agenda,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1435,Gray Daisy Films,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1436,Deerjen Films,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1437,Yari Film Group (YFG),0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1438,Bloom,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1439,Hicktown Entertainment,0.04,-0.04274096487549172,-0.5297670405522003,3.103086873244332e-06
1440,Capital Equipment Leasing,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1441,Renn Productions,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1442,High Bar Productions,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1443,Majestic Films International,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1444,Dorset Productions,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1445,Richard Williams Productions,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1446,Beijing New Picture Film,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1447,Chase Films,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1448,Human Stew Factory,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1449,Aurora Alliance Films,0.03,-0.04276941383029266,-0.5332182916307162,2.327315154933249e-06
1450,Crescent Moon,0.02,-0.0427978627850936,-0.5366695427092322,1.551543436622166e-06
1451,Guild,0.02,-0.0427978627850936,-0.5366695427092322,1.551543436622166e-06
1452,Myung Film Company Ltd.,0.02,-0.0427978627850936,-0.5366695427092322,1.551543436622166e-06
1453,Greisman Productions,0.02,-0.0427978627850936,-0.5366695427092322,1.551543436622166e-06
1454,Senator Entertainment Co,0.02,-0.0427978627850936,-0.5366695427092322,1.551543436622166e-06
1455,Ponty Up Pictures,0.02,-0.0427978627850936,-0.5366695427092322,1.551543436622166e-06
1456,Fewlas Entertainment,0.02,-0.0427978627850936,-0.5366695427092322,1.551543436622166e-06
1457,Growing Tree Productions,0.02,-0.0427978627850936,-0.5366695427092322,1.551543436622166e-06
1458,Borough Park Productions,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1459,Cable and Wireless Finance,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1460,Dog Eat Dog Films,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1461,Bruin Grip Services,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1462,Bates Entertainment,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1463,7 Arts International,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1464,Flying Heart Films,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1465,Haft Entertainment,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1466,Animal Productions LLC,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1467,Eulogy Productions LLC,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1468,Berk/Lane Entertainment,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1469,Bronco Productions,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1470,Aramid Entertainment Fund,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1471,Lucky Monkey Pictures,0.01,-0.04282631173989454,-0.5401207937877481,7.75771718311083e-07
1472,AM/PM Entertainment,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1473,Films A2,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1474,Chiodo Brothers Productions,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1475,Daybreak,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1476,HK Film Corporation,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1477,Copperheart Entertainment,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1478,Two Prong Lesson,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1479,Annapurna Productions,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1480,Enderby Entertainment,0.0,-0.04285476069469548,-0.5435720448662641,0.0
1481,WhiteFlame Productions,0.0,-0.04285476069469548,-0.5435720448662641,0.0
